timestamp,original,statuscode,mimetype,digest
20061108012635,http://www.millsberry.com:80/shop.phtml?shop_id=10&p=3&msg=3,200,text/html,MRR65ZVTLQHSNGXZMDZR45Y7NQ3HH4TE
20070303064956,http://www.millsberry.com:80/shop.phtml?shop_id=3&p=3&msg=3,200,text/html,PNSKO3FZBMAJ5F4D7BZLVWFDF4LGC7HD
20070309130029,"http://www.millsberry.com:80/shop.phtml?shop_id=3&sortby=100,105,106,117,120&p=3&msg=3",200,text/html,YYCZPQNGUEUYRSQSM432VE2JJEBL3NO7
20070310162101,http://www.millsberry.com:80/shop.phtml?shop_id=4&sortby=38&p=1&msg=5,200,text/html,C2FF4E2M4JIWVIDW67BYJX5R5BZZ7CSJ
20061115191912,http://www.millsberry.com:80/shop.phtml?shop_id=11&p=1&msg=8,200,text/html,JQ7BTVRXWHPWR5GWGTKF7UAJQVM6CEMP
20060716010709,http://www.millsberry.com:80/shop.phtml?shop_id=1&p=1,200,text/html,BHOV2BYB7SYSCFTSM6APX6YYKVLREP7H
20060831060352,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=12&p=1,200,text/html,IKCI6GQVIKHYDWEOJDIMAPWDSOFFKYLJ
20060716232429,http://www.millsberry.com:80/shop.phtml?shop_id=4&sortby=38&p=1,200,text/html,4CGYALVGVNPWLVR26WDQHXEDUDU4E5XD
20060720092111,http://www.millsberry.com:80/shop.phtml?shop_id=6&p=1,200,text/html,YRFTRIHDOS2XMH7QDEVNLFKR7DDOKVWK
20060721025129,http://www.millsberry.com:80/shop.phtml?shop_id=7&p=1,200,text/html,UTAZMQVKHMOAFHY34L4GMSQBAKI7X6HH
20060716101815,http://www.millsberry.com:80/shop.phtml?shop_id=8&sortby=126&p=1,200,text/html,JEGO7NL2OLDZW2QVRIBW2IHGZZ76F4KU
20061202203913,http://www.millsberry.com:80/shop.phtml?shop_id=3&p=17,200,text/html,W6N4WNPFJKWGGS5QES737MR6J2CSLGHB
20060716232228,http://www.millsberry.com:80/shop.phtml?shop_id=1&p=18,200,text/html,MNJ6UDJS66Z4YEO33DRIEBCIRH2E7SJ7
20061206040339,http://www.millsberry.com:80/shop.phtml?shop_id=3&p=18,200,text/html,SQKX6OQNJKRVPROCBHWHYDMTHVH3CA3Y
20060715200324,http://www.millsberry.com:80/shop.phtml?shop_id=1&p=2,200,text/html,P4ZXXWCK3D2Q4G35NHV4SGV5DWTHJRXE
20061205104729,http://www.millsberry.com:80/shop.phtml?shop_id=3&sortby=113&p=2,200,text/html,3I4DZWCVWPS4SOA7DFPXKFPOPYKS4RNZ
20060720092941,http://www.millsberry.com:80/shop.phtml?shop_id=3&sortby=114&p=2,200,text/html,NMYN3KXMM3PIEF2S6L46ILJK3FLIBUYN
20060901045211,http://www.millsberry.com:80/shop.phtml?shop_id=4&sortby=130&p=2,200,text/html,FV7DO4P7FJB73ARAB5LWBRSP53CQ7JGZ
20061206040814,http://www.millsberry.com:80/shop.phtml?shop_id=4&sortby=33&p=2,200,text/html,JGEVL3GBFM3EV5H337H2RTBUSIPRCZ5H
20070114234754,http://www.millsberry.com:80/shop.phtml?shop_id=1&p=29,200,text/html,C5XO6OQWEVVGVOXS35XENX7HB22XGGM3
20060715200946,http://www.millsberry.com:80/shop.phtml?shop_id=1&p=3,200,text/html,5IG55OPW6YHI4ASMBBZ6H5CFYFCSV2UQ
20060720092829,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=1&p=3,200,text/html,PGMIDFRMFDHQQLWWXFLZWDCHE3BHYXLS
20060716031809,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=11&p=3,200,text/html,IKVB5GWIHH2DZPEWY4ZYJOLMYKO3VRFX
20060721154359,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=12&p=3,200,text/html,JROL2P3YNHVHZILDPKYGGUKKEQWV3CFU
20060716031837,http://www.millsberry.com:80/shop.phtml?shop_id=1&sortby=13&p=3,200,text/html,LUOSZQSNN2QWFB4SUUV3ZKGPFN7SO2J2
20060716101828,http://www.millsberry.com:80/shop.phtml?shop_id=8&sortby=126&p=3,200,text/html,XBTZ2R255WOH22KKJ2QAZUITA7H5I3BD
20060830203224,http://www.millsberry.com:80/shop.phtml?shop_id=8&sortby=200&p=3,200,text/html,ASUS432BKFAUMSGMBBZRUW7DD4DKCHEL
20060721030123,http://www.millsberry.com:80/shop.phtml?shop_id=8&sortby=201&p=3,200,text/html,IPASNZNOK3FOBRUUNXC7TTZ4QPS3ZCMS
20060720093110,http://www.millsberry.com:80/shop.phtml?shop_id=8&sortby=202&p=3,200,text/html,MIASADTQCBZ3ASRJVFLWBN46XF26OZDO
20060716055047,http://www.millsberry.com:80/shop.phtml?shop_id=9&p=3,200,text/html,T7JPQCPPSBLHMFVNIENVOY3WWM3Y6AEV
20060721030253,http://www.millsberry.com:80/shop.phtml?shop_id=9&sortby=501-520&p=3,200,text/html,SW3FPPEU2NXZYD6BMBQ6F2F2EIOB7D22
